covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
vulnerability_score_z,-0.07419876460044389,0.9284871251265884,0.08847747307349342,-0.2476114252676034,0.09921389606671563,0.7806632303551979,1.1043024802559114,0.0,-0.8386175827920742,0.40168394070184454,1.3158673112061081
project_READ,-0.1693652331271518,0.844200517078219,0.2196767665984136,-0.599923783900254,0.2611933176459504,0.5488534659704595,1.2984786600099378,0.0,-0.7709747177623237,0.4407219173468474,1.1820594504586441
