covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
vulnerability_score_z,-0.039618319221507534,0.9611562240063377,0.11098534172686325,-0.25714559181802993,0.1779089533750149,0.7732556258773369,1.1947165413739504,0.0,-0.3569689348617664,0.721115062031751,0.47169861880773
project_READ,-0.19715331319231877,0.8210647436056855,0.2804601560565185,-0.7468451181615781,0.3525384917769405,0.47385916667159256,1.4226744159609914,0.0,-0.7029637149334979,0.48207836243467117,1.0526604175048768
stage_numeric,0.9382515056238963,2.5555092161659383,0.13904281804021032,0.6657325899561279,1.2107704212916646,1.9459155574823983,3.3560692440109237,0.0,6.747932175486833,1.499670153899527e-11,35.956563822814545
age_at_diagnosis_years,0.05364850767219042,1.0551136726085653,0.011900230131596818,0.030324485206522308,0.07697253013785853,1.0307889554602603,1.0800124081931475,0.0,4.508190772693205,6.5382774546651e-06,17.222657969524562
