covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
vulnerability_score_z,-0.11528500500735771,0.8911121362908694,0.09097753880800603,-0.2935977044731446,0.06302769445842919,0.7455763731585586,1.0650563349812632,0.0,-1.2671809604637558,0.2050905920341466,2.285666781211893
project_READ,-0.05674029429147803,0.9448394176963757,0.22739737261772536,-0.5024309548012544,0.3889503662182983,0.6050580018009352,1.4754313182796859,0.0,-0.24952044800826864,0.8029582257824567,0.31660316196940347
age_at_diagnosis_years,0.03131856700939941,1.031814153484415,0.008833712283513305,0.014004809083924253,0.04863232493487457,1.0141033358348155,1.049834281882469,0.0,3.5453460565894193,0.00039209794526626364,11.316498297914123
